;Unnamed: 0;Unnamed: 0.1;codigo_ibge;codigo;municipio;uf;codigo_uf;capital;latitude;longitude;UTI adulto I;UTI adulto II;UTI adulto III;UTI coronariana tipo II -UCO tipo II;UTI coronariana tipo III - UCO tipo III;UTI de Queimados;UTI pediátrica I;UTI pediátrica II;UTI pediátrica III;Unidade isolamento;Total
520;520;520;3113404.0;311340;Caratinga;MG;31;0.0;-19.7868;-42.1292;0;28;0;0;0;0;0;0;0;0;28
1014;1014;1014;4204202.0;420420;Chapecó;SC;42;0.0;-27.1004;-52.6152;3;20;0;0;0;0;0;5;0;0;28
1273;1273;1273;5107040.0;510704;Primavera do Leste;MT;51;0.0;-15.544;-54.2811;0;22;0;0;0;0;0;0;0;6;28
886;886;886;3555000.0;355500;Tupã;SP;35;0.0;-21.9335;-50.5191;0;27;0;0;0;0;0;0;0;0;27
619;619;619;3164704.0;316470;São Sebastião do Paraíso;MG;31;0.0;-20.9167;-46.9837;0;22;0;0;0;0;0;5;0;0;27
616;616;616;3162500.0;316250;São João del Rei;MG;31;0.0;-21.1311;-44.2526;0;20;0;0;0;0;0;3;0;4;27
519;519;519;3113305.0;311330;Carangola;MG;31;0.0;-20.7343;-42.0313;0;26;0;0;0;0;0;0;0;1;27
142;142;142;1709500.0;170950;Gurupi;TO;17;0.0;-11.7279;-49.06800000000001;3;18;0;0;0;0;0;2;0;3;26
303;303;303;2510808.0;251080;Patos;PB;25;0.0;-7.01743;-37.2747;6;12;0;0;0;0;0;6;0;2;26
326;326;326;2606002.0;260600;Garanhuns;PE;26;0.0;-8.882430000000003;-36.4966;5;21;0;0;0;0;0;0;0;0;26
1063;1063;1063;4214805.0;421480;Rio do Sul;SC;42;0.0;-27.2156;-49.643;0;20;0;0;0;0;0;2;0;4;26
1;1;1;1100023.0;110002;Ariquemes;RO;11;0.0;-9.905710000000001;-63.0325;0;19;0;0;0;0;0;5;0;2;26
668;668;668;3300100.0;330010;Angra dos Reis;RJ;33;0.0;-23.0011;-44.3196;6;17;0;0;0;0;0;0;0;3;26
798;798;798;3523909.0;352390;Itu;SP;35;0.0;-23.2544;-47.2927;0;20;0;0;0;6;0;0;0;0;26
569;569;569;3138203.0;313820;Lavras;MG;31;0.0;-21.248;-45.0009;0;20;0;0;0;0;0;3;0;2;25
105;105;105;1505502.0;150550;Paragominas;PA;15;0.0;-3.00212;-47.3527;0;20;0;0;0;0;0;0;0;5;25
669;669;669;3300209.0;330020;Araruama;RJ;33;0.0;-22.8697;-42.3326;0;16;0;0;0;0;0;4;0;5;25
962;962;962;4118204.0;411820;Paranaguá;PR;41;0.0;-25.5161;-48.5225;8;10;0;0;0;0;0;0;0;7;25
1145;1145;1145;4312401.0;431240;Montenegro;RS;43;0.0;-29.6824;-51.4679;0;19;0;0;0;0;0;0;0;6;25
390;390;390;2905701.0;290570;Camaçari;BA;29;0.0;-12.6996;-38.3263;10;8;0;0;0;0;0;0;0;7;25
1279;1279;1279;5107925.0;510792;Sorriso;MT;51;0.0;-12.5425;-55.7211;10;10;0;0;0;0;1;0;0;4;25
374;374;374;2900702.0;290070;Alagoinhas;BA;29;0.0;-12.1335;-38.4208;0;18;0;0;0;0;0;0;0;7;25
824;824;824;3530805.0;353080;Mogi Mirim;SP;35;0.0;-22.4332;-46.9532;6;10;2;0;0;0;0;0;0;7;25
811;811;811;3527108.0;352710;Lins;SP;35;0.0;-21.6718;-49.7526;0;23;0;0;0;0;0;0;0;2;25
879;879;879;3552809.0;355280;Taboão da Serra;SP;35;0.0;-23.6019;-46.7526;8;10;0;0;0;0;0;5;0;2;25
1339;1339;1339;5219308.0;521930;Santa Helena de Goiás;GO;52;0.0;-17.8115;-50.5977;0;10;0;0;0;0;0;10;0;5;25
823;823;823;3530706.0;353070;Mogi Guaçu;SP;35;0.0;-22.3675;-46.9428;0;22;0;0;0;0;0;0;0;2;24
1203;1203;1203;4322400.0;432240;Uruguaiana;RS;43;0.0;-29.7614;-57.0853;0;20;0;0;0;0;0;0;0;4;24
877;877;877;3552403.0;355240;Sumaré;SP;35;0.0;-22.8204;-47.2728;0;18;0;0;0;0;0;6;0;0;24
205;205;205;2111201.0;211120;São José de Ribamar;MA;21;0.0;-2.54704;-44.0597;0;20;0;0;0;0;0;0;0;4;24
1318;1318;1318;5211909.0;521190;Jataí;GO;52;0.0;-17.8784;-51.7204;0;20;0;0;0;0;0;0;0;4;24
1047;1047;1047;4210100.0;421010;Mafra;SC;42;0.0;-26.1159;-49.8086;0;22;0;0;0;0;0;0;0;2;24
878;878;878;3552502.0;355250;Suzano;SP;35;0.0;-23.5448;-46.3112;10;8;0;0;0;0;0;0;0;5;23
311;311;311;2516201.0;251620;Sousa;PB;25;0.0;-6.75148;-38.2311;10;6;0;0;0;0;0;0;0;7;23
69;69;69;1501709.0;150170;Bragança;PA;15;0.0;-1.06126;-46.7826;0;10;0;0;0;0;0;10;0;3;23
75;75;75;1502202.0;150220;Capanema;PA;15;0.0;-1.20529;-47.1778;0;19;0;0;0;0;0;0;0;4;23
528;528;528;3119401.0;311940;Coronel Fabriciano;MG;31;0.0;-19.5179;-42.6276;0;20;0;0;0;0;0;0;0;3;23
1315;1315;1315;5211503.0;521150;Itumbiara;GO;52;0.0;-18.4093;-49.2158;0;19;0;0;0;0;0;0;0;4;23
531;531;531;3121605.0;312160;Diamantina;MG;31;0.0;-18.2413;-43.6031;0;20;0;0;0;0;0;2;0;1;23
1172;1172;1172;4317103.0;431710;Sant'Ana do Livramento;RS;43;0.0;-30.8773;-55.5392;10;10;0;0;0;0;0;0;0;2;22
128;128;128;1508100.0;150810;Tucuruí;PA;15;0.0;-3.7657;-49.6773;4;7;0;0;0;0;1;6;0;4;22
1015;1015;1015;4204301.0;420430;Concórdia;SC;42;0.0;-27.2335;-52.026;1;9;0;0;0;0;0;6;0;6;22
77;77;77;1502400.0;150240;Castanhal;PA;15;0.0;-1.29797;-47.9167;0;20;0;0;0;0;0;0;0;2;22
875;875;875;3551702.0;355170;Sertãozinho;SP;35;0.0;-21.1316;-47.9875;6;9;0;0;0;0;2;3;0;2;22
803;803;803;3524808.0;352480;Jales;SP;35;0.0;-20.2672;-50.5494;0;20;0;0;0;0;0;0;0;2;22
170;170;170;2103604.0;210360;Coroatá;MA;21;0.0;-4.1344199999999995;-44.1244;0;10;0;0;0;0;0;10;0;2;22
788;788;788;3522307.0;352230;Itapetininga;SP;35;0.0;-23.5886;-48.0483;0;16;0;0;0;0;0;0;0;6;22
499;499;499;3103504.0;310350;Araguari;MG;31;0.0;-18.6456;-48.1934;8;10;0;0;0;0;0;0;2;2;22
59;59;59;1500602.0;150060;Altamira;PA;15;0.0;-3.20407;-52.21;0;10;0;0;0;0;0;5;0;6;21
817;817;817;3529302.0;352930;Matão;SP;35;0.0;-21.6025;-48.364;0;0;18;0;0;0;0;0;3;0;21
739;739;739;3504107.0;350410;Atibaia;SP;35;0.0;-23.1171;-46.5563;21;0;0;0;0;0;0;0;0;0;21
773;773;773;3516309.0;351630;Francisco Morato;SP;35;0.0;-23.2792;-46.7448;0;0;10;0;0;0;0;8;0;3;21
998;998;998;4128203.0;412820;União da Vitória;PR;41;0.0;-26.2273;-51.0873;0;15;0;0;0;0;0;5;0;1;21
1173;1173;1173;4316808.0;431680;Santa Cruz do Sul;RS;43;0.0;-29.721999999999998;-52.4343;0;7;10;0;0;0;0;4;0;0;21
1238;1238;1238;5008305.0;500830;Três Lagoas;MS;50;0.0;-20.7849;-51.7007;9;10;0;0;0;0;0;0;0;2;21
686;686;686;3301900.0;330190;Itaboraí;RJ;33;0.0;-22.7565;-42.8639;10;8;0;0;0;0;0;0;0;3;21
883;883;883;3554003.0;355400;Tatuí;SP;35;0.0;-23.3487;-47.8461;0;15;0;0;0;0;0;1;0;5;21
864;864;864;3549102.0;354910;São João da Boa Vista;SP;35;0.0;-21.9707;-46.7944;0;20;0;0;0;0;0;0;0;0;20
1007;1007;1007;4202909.0;420290;Brusque;SC;42;0.0;-27.0977;-48.9107;10;10;0;0;0;0;0;0;0;0;20
786;786;786;3522109.0;352210;Itanhaém;SP;35;0.0;-24.1736;-46.788000000000004;0;20;0;0;0;0;0;0;0;0;20
812;812;812;3527207.0;352720;Lorena;SP;35;0.0;-22.7334;-45.1197;10;10;0;0;0;0;0;0;0;0;20
1008;1008;1008;4203006.0;420300;Caçador;SC;42;0.0;-26.7757;-51.012;0;20;0;0;0;0;0;0;0;0;20
329;329;329;2608909.0;260890;Limoeiro;PE;26;0.0;-7.8726;-35.4402;0;20;0;0;0;0;0;0;0;0;20
895;895;895;4101408.0;410140;Apucarana;PR;41;0.0;-23.55;-51.4635;0;18;0;0;0;0;0;2;0;0;20
305;305;305;2511301.0;251130;Piancó;PB;25;0.0;-7.1928199999999975;-37.9289;0;10;10;0;0;0;0;0;0;0;20
346;346;346;2613909.0;261390;Serra Talhada;PE;26;0.0;-7.9817800000000005;-38.289;5;11;0;0;0;0;1;0;0;3;20
350;350;350;2702306.0;270230;Coruripe;AL;27;0.0;-10.1276;-36.1717;0;0;10;0;0;0;0;0;9;1;20
1298;1298;1298;5205406.0;520540;Ceres;GO;52;0.0;-15.3061;-49.6;0;19;0;0;0;0;0;0;0;1;20
836;836;836;3538006.0;353800;Pindamonhangaba;SP;35;0.0;-22.9246;-45.4613;10;10;0;0;0;0;0;0;0;0;20
716;716;716;3305109.0;330510;São João de Meriti;RJ;33;0.0;-22.8058;-43.3729;7;10;0;0;0;0;0;0;0;3;20
648;648;648;3202306.0;320230;Guaçuí;ES;32;0.0;-20.7668;-41.6734;0;20;0;0;0;0;0;0;0;0;20
681;681;681;3301108.0;330110;Cantagalo;RJ;33;0.0;-21.9797;-42.3664;0;20;0;0;0;0;0;0;0;0;20
847;847;847;3542602.0;354260;Registro;SP;35;0.0;-24.4979;-47.8449;0;10;0;0;0;0;0;10;0;0;20
529;529;529;3120904.0;312090;Curvelo;MG;31;0.0;-18.7527;-44.4303;0;20;0;0;0;0;0;0;0;0;20
393;393;393;2906501.0;290650;Candeias;BA;29;0.0;-12.6716;-38.5472;0;20;0;0;0;0;0;0;0;0;20
724;724;724;3306107.0;330610;Valença;RJ;33;0.0;-22.2445;-43.7129;0;20;0;0;0;0;0;0;0;0;20
407;407;407;2910727.0;291072;Eunápolis;BA;29;0.0;-16.3715;-39.5821;0;19;0;0;0;0;0;0;0;1;20
986;986;986;4125506.0;412550;São José dos Pinhais;PR;41;0.0;-25.5313;-49.2031;9;0;10;0;0;0;0;0;0;0;19
1178;1178;1178;4317509.0;431750;Santo Ângelo;RS;43;0.0;-28.3001;-54.2668;0;17;0;0;0;0;0;0;0;2;19
914;914;914;4105508.0;410550;Cianorte;PR;41;0.0;-23.6599;-52.6054;0;18;0;0;0;0;0;0;0;1;19
521;521;521;3115300.0;311530;Cataguases;MG;31;0.0;-21.3924;-42.6896;0;10;0;0;0;0;0;0;0;8;18
540;540;540;3126109.0;312610;Formiga;MG;31;0.0;-20.4618;-45.4268;0;17;0;0;0;0;0;1;0;0;18
891;891;891;3557105.0;355710;Votuporanga;SP;35;0.0;-20.4237;-49.9781;4;14;0;0;0;0;0;0;0;0;18
906;906;906;4103701.0;410370;Cambé;PR;41;0.0;-23.2766;-51.2798;6;10;0;0;0;0;0;0;0;2;18
1088;1088;1088;4219309.0;421930;Videira;SC;42;0.0;-27.0086;-51.1543;0;18;0;0;0;0;0;0;0;0;18
873;873;873;3551009.0;355100;São Vicente;SP;35;0.0;-23.9574;-46.3883;10;6;0;0;0;0;0;0;0;2;18
889;889;889;3556701.0;355670;Vinhedo;SP;35;0.0;-23.0302;-46.9833;0;18;0;0;0;0;0;0;0;0;18
696;696;696;3303203.0;330320;Nilópolis;RJ;33;0.0;-22.8057;-43.4233;2;6;0;0;0;9;0;0;0;0;17
380;380;380;2903201.0;290320;Barreiras;BA;29;0.0;-12.1439;-44.9968;0;10;0;0;0;0;0;7;0;0;17
636;636;636;3171303.0;317130;Viçosa;MG;31;0.0;-20.7559;-42.8742;0;15;0;0;0;0;0;0;0;2;17
771;771;771;3515707.0;351570;Ferraz de Vasconcelos;SP;35;0.0;-23.5411;-46.371;0;10;0;0;0;0;0;7;0;0;17
853;853;853;3545209.0;354520;Salto;SP;35;0.0;-23.1996;-47.2931;0;16;0;0;0;0;0;0;0;1;17
934;934;934;4111803.0;411180;Jacarezinho;PR;41;0.0;-23.1591;-49.9739;6;10;0;0;0;0;0;0;0;1;17
753;753;753;3509007.0;350900;Caieiras;SP;35;0.0;-23.3607;-46.7397;7;0;0;0;0;0;4;0;0;5;16
720;720;720;3305505.0;330550;Saquarema;RJ;33;0.0;-22.9292;-42.5099;0;15;0;0;0;0;0;0;0;1;16
419;419;419;2914604.0;291460;Irecê;BA;29;0.0;-11.3033;-41.8535;0;16;0;0;0;0;0;0;0;0;16
556;556;556;3134202.0;313420;Ituiutaba;MG;31;0.0;-18.9772;-49.4639;5;10;0;0;0;0;0;0;0;1;16
672;672;672;3300308.0;330030;Barra do Piraí;RJ;33;0.0;-22.4715;-43.8269;0;7;7;0;0;0;0;0;0;2;16
1294;1294;1294;5204508.0;520450;Caldas Novas;GO;52;0.0;-17.7441;-48.6246;0;10;0;0;0;0;0;0;0;6;16
748;748;748;3506508.0;350650;Birigui;SP;35;0.0;-21.291;-50.3432;5;10;0;0;0;0;0;0;0;1;16
825;825;825;3531308.0;353130;Monte Alto;SP;35;0.0;-21.2655;-48.4971;3;10;0;0;0;0;0;0;0;3;16
1018;1018;1018;4204806.0;420480;Curitibanos;SC;42;0.0;-27.2824;-50.5816;0;8;0;0;0;0;0;3;0;5;16
964;964;964;4118402.0;411840;Paranavaí;PR;41;0.0;-23.0816;-52.4617;0;10;0;0;0;0;0;1;0;5;16
1119;1119;1119;4306106.0;430610;Cruz Alta;RS;43;0.0;-28.645;-53.6048;5;10;0;0;0;0;0;0;0;0;15
1025;1025;1025;4206900.0;420690;Ibirama;SC;42;0.0;-27.0547;-49.5193;0;10;0;0;0;0;0;0;0;5;15
190;190;190;2108603.0;210860;Pinheiro;MA;21;0.0;-2.52224;-45.0788;0;10;0;0;0;0;0;0;0;5;15
845;845;845;3542206.0;354220;Rancharia;SP;35;0.0;-22.2269;-50.893;5;10;0;0;0;0;0;0;0;0;15
72;72;72;1501808.0;150180;Breves;PA;15;0.0;-1.6803599999999999;-50.4791;0;7;0;0;0;0;0;5;0;3;15
791;791;791;3522604.0;352260;Itapira;SP;35;0.0;-22.4357;-46.8224;10;5;0;0;0;0;0;0;0;0;15
1209;1209;1209;4323002.0;432300;Viamão;RS;43;0.0;-30.0819;-51.0194;0;15;0;0;0;0;0;0;0;0;15
740;740;740;3504503.0;350450;Avaré;SP;35;0.0;-23.1067;-48.9251;0;10;0;0;0;0;0;0;0;5;15
274;274;274;2402006.0;240200;Caicó;RN;24;0.0;-6.45441;-37.1067;10;0;0;0;0;0;0;0;0;5;15
874;874;874;3551504.0;355150;Serrana;SP;35;0.0;-21.2043;-47.5952;0;10;0;0;0;0;0;0;0;4;14
1211;1211;1211;5001102.0;500110;Aquidauana;MS;50;0.0;-20.4666;-55.7868;0;10;0;0;0;0;0;0;0;4;14
801;801;801;3524303.0;352430;Jaboticabal;SP;35;0.0;-21.252;-48.3252;0;12;0;0;0;0;0;0;0;2;14
241;241;241;2304103.0;230410;Crateús;CE;23;0.0;-5.167680000000002;-40.6536;2;10;0;0;0;0;0;0;0;2;14
1243;1243;1243;5101803.0;510180;Barra do Garças;MT;51;0.0;-15.8804;-52.263999999999996;0;10;0;0;0;0;0;0;0;4;14
1089;1089;1089;4219507.0;421950;Xanxerê;SC;42;0.0;-26.8747;-52.4036;0;11;0;0;0;0;0;3;0;0;14
881;881;881;3553708.0;355370;Taquaritinga;SP;35;0.0;-21.4049;-48.5103;0;8;0;0;0;0;0;2;0;4;14
237;237;237;2302503.0;230250;Brejo Santo;CE;23;0.0;-7.48469;-38.9799;0;10;0;0;0;0;0;0;0;4;14
410;410;410;2911709.0;291170;Guanambi;BA;29;0.0;-14.2231;-42.7799;0;10;0;0;0;0;0;0;0;4;14
197;197;197;2109908.0;210990;Santa Inês;MA;21;0.0;-3.6511199999999997;-45.3774;0;10;0;0;0;0;0;0;0;4;14
558;558;558;3135100.0;313510;Janaúba;MG;31;0.0;-15.8022;-43.3132;0;10;0;0;0;0;0;0;0;4;14
358;358;358;2708006.0;270800;Santana do Ipanema;AL;27;0.0;-9.36999;-37.24800000000001;0;10;0;0;0;0;0;0;0;4;14
510;510;510;3108602.0;310860;Brasília de Minas;MG;31;0.0;-16.2104;-44.4299;0;10;0;0;0;0;0;0;0;4;14
157;157;157;2101202.0;210120;Bacabal;MA;21;0.0;-4.224469999999998;-44.7832;0;10;0;0;0;0;0;0;0;4;14
167;167;167;2103208.0;210320;Chapadinha;MA;21;0.0;-3.73875;-43.3538;0;10;0;0;0;0;0;0;0;4;14
737;737;737;3503901.0;350390;Arujá;SP;35;0.0;-23.3965;-46.32;0;8;0;0;0;0;0;0;0;5;13
1182;1182;1182;4318705.0;431870;São Leopoldo;RS;43;0.0;-29.7545;-51.1498;1;9;0;0;0;0;0;0;0;3;13
395;395;395;2907509.0;290750;Catu;BA;29;0.0;-12.3513;-38.3791;0;10;0;0;0;0;0;0;0;3;13
546;546;546;3129806.0;312980;Ibirité;MG;31;0.0;-20.0252;-44.0569;0;10;0;0;0;0;0;0;0;3;13
1130;1130;1130;4308508.0;430850;Frederico Westphalen;RS;43;0.0;-27.3586;-53.3958;0;10;0;0;0;0;0;0;0;3;13
982;982;982;4124103.0;412410;Santo Antônio da Platina;PR;41;0.0;-23.2959;-50.0815;0;10;0;0;0;0;0;0;0;3;13
1231;1231;1231;5006200.0;500620;Nova Andradina;MS;50;0.0;-22.238000000000003;-53.3437;0;10;0;0;0;0;0;0;0;3;13
591;591;591;3147006.0;314700;Paracatu;MG;31;0.0;-17.2252;-46.8711;0;8;0;0;0;0;0;0;0;5;13
660;660;660;3204609.0;320460;Santa Teresa;ES;32;0.0;-19.9363;-40.5979;0;10;0;0;0;0;0;0;0;3;13
314;314;314;2601201.0;260120;Arcoverde;PE;26;0.0;-8.415189999999999;-37.0577;0;13;0;0;0;0;0;0;0;0;13
796;796;796;3523404.0;352340;Itatiba;SP;35;0.0;-23.0035;-46.8464;2;10;0;0;0;0;0;0;0;1;13
11;11;11;1100304.0;110030;Vilhena;RO;11;0.0;-12.7502;-60.1488;0;10;0;0;0;0;0;0;0;3;13
1305;1305;1305;5208608.0;520860;Goianésia;GO;52;0.0;-15.3118;-49.1162;0;10;0;0;0;0;0;0;0;3;13
1336;1336;1336;5218508.0;521850;Quirinópolis;GO;52;0.0;-18.4472;-50.4547;0;11;0;0;0;0;0;0;0;2;13
1198;1198;1198;4321600.0;432160;Tramandaí;RS;43;0.0;-29.9841;-50.1322;0;10;0;0;0;0;0;0;0;2;12
6;6;6;1100122.0;110012;Ji-Paraná;RO;11;0.0;-10.8777;-61.9322;0;10;0;0;0;0;0;0;0;2;12
561;561;561;3136207.0;313620;João Monlevade;MG;31;0.0;-19.8126;-43.1735;0;10;0;0;0;0;0;0;0;2;12
890;890;890;3557006.0;355700;Votorantim;SP;35;0.0;-23.5446;-47.4388;7;5;0;0;0;0;0;0;0;0;12
224;224;224;2208403.0;220840;Piripiri;PI;22;0.0;-4.27157;-41.7716;0;10;0;0;0;0;0;0;0;2;12
93;93;93;1504422.0;150442;Marituba;PA;15;0.0;-1.36002;-48.3421;0;7;0;0;0;0;0;0;0;5;12
899;899;899;4101804.0;410180;Araucária;PR;41;0.0;-25.5859;-49.4047;0;9;0;0;0;0;0;3;0;0;12
1322;1322;1322;5213103.0;521310;Mineiros;GO;52;0.0;-17.5654;-52.5537;10;0;0;0;0;0;0;0;0;2;12
671;671;671;3300258.0;330025;Arraial do Cabo;RJ;33;0.0;-22.9774;-42.0267;0;8;0;0;0;0;0;3;0;1;12
902;902;902;4102406.0;410240;Bandeirantes;PR;41;0.0;-23.1078;-50.3704;0;12;0;0;0;0;0;0;0;0;12
193;193;193;2109106.0;210910;Presidente Dutra;MA;21;0.0;-5.2898;-44.495;0;11;0;0;0;0;0;0;0;1;12
848;848;848;3543303.0;354330;Ribeirão Pires;SP;35;0.0;-23.7067;-46.4058;11;0;0;0;0;0;0;0;0;1;12
1259;1259;1259;5105259.0;510525;Lucas do Rio Verde;MT;51;0.0;-13.0588;-55.9042;0;10;0;0;0;0;0;0;0;2;12
1257;1257;1257;5105150.0;510515;Juína;MT;51;0.0;-11.3728;-58.7483;10;0;0;0;0;0;0;0;0;2;12
687;687;687;3302007.0;330200;Itaguaí;RJ;33;0.0;-22.8636;-43.7798;0;10;0;0;0;0;0;0;0;2;12
676;676;676;3300605.0;330060;Bom Jesus do Itabapoana;RJ;33;0.0;-21.1449;-41.6822;0;10;0;0;0;0;0;0;0;2;12
251;251;251;2307650.0;230765;Maracanaú;CE;23;0.0;-3.86699;-38.6259;10;0;0;0;0;0;0;0;0;2;12
939;939;939;4113304.0;411330;Laranjeiras do Sul;PR;41;0.0;-25.4077;-52.4109;0;10;0;0;0;0;0;0;0;2;12
800;800;800;3524105.0;352410;Ituverava;SP;35;0.0;-20.3355;-47.7902;0;10;0;0;0;0;0;0;0;2;12
427;427;427;2916401.0;291640;Itapetinga;BA;29;0.0;-15.2475;-40.2482;0;9;0;0;0;0;0;0;0;3;12
991;991;991;4127106.0;412710;Telêmaco Borba;PR;41;0.0;-24.3245;-50.6176;0;12;0;0;0;0;0;0;0;0;12
789;789;789;3522406.0;352240;Itapeva;SP;35;0.0;-23.9788;-48.8764;0;10;0;0;0;0;0;0;0;2;12
1064;1064;1064;4215000.0;421500;Rio Negrinho;SC;42;0.0;-26.2591;-49.5177;0;0;0;0;0;0;0;0;0;12;12
341;341;341;2612208.0;261220;Salgueiro;PE;26;0.0;-8.07373;-39.1247;0;11;0;0;0;0;0;0;0;1;12
291;291;291;2503704.0;250370;Cajazeiras;PB;25;0.0;-6.8800399999999975;-38.5577;0;7;0;0;0;0;0;0;0;5;12
1012;1012;1012;4203808.0;420380;Canoinhas;SC;42;0.0;-26.1766;-50.395;0;10;0;0;0;0;0;0;0;2;12
1049;1049;1049;4210506.0;421050;Maravilha;SC;42;0.0;-26.7665;-53.1737;0;10;0;0;0;0;0;0;0;2;12
767;767;767;3513504.0;351350;Cubatão;SP;35;0.0;-23.8911;-46.424;0;7;0;0;0;0;2;0;0;2;11
515;515;515;3111200.0;311120;Campo Belo;MG;31;0.0;-20.8932;-45.2699;0;11;0;0;0;0;0;0;0;0;11
538;538;538;3125101.0;312510;Extrema;MG;31;0.0;-22.854;-46.3178;0;10;0;0;0;0;0;0;0;1;11
930;930;930;4110706.0;411070;Irati;PR;41;0.0;-25.4697;-50.6493;0;11;0;0;0;0;0;0;0;0;11
974;974;974;4120606.0;412060;Prudentópolis;PR;41;0.0;-25.2111;-50.9754;0;0;0;0;0;0;0;0;0;11;11
643;643;643;3200904.0;320090;Barra de São Francisco;ES;32;0.0;-18.7548;-40.8965;10;0;0;0;0;0;0;0;0;1;11
1344;1344;1344;5220454.0;522045;Senador Canedo;GO;52;0.0;-16.7084;-49.0914;0;10;0;0;0;0;0;0;0;1;11
695;695;695;3303005.0;330300;Miracema;RJ;33;0.0;-21.4148;-42.1938;9;0;0;0;0;0;0;0;0;2;11
900;900;900;4102000.0;410200;Assis Chateaubriand;PR;41;0.0;-24.4168;-53.5213;0;10;0;0;0;0;0;0;0;1;11
284;284;284;2409407.0;240940;Pau dos Ferros;RN;24;0.0;-6.10498;-38.2077;0;10;0;0;0;0;0;0;0;1;11
589;589;589;3146107.0;314610;Ouro Preto;MG;31;0.0;-20.3796;-43.512;0;10;0;0;0;0;0;0;0;1;11
66;66;66;1501303.0;150130;Barcarena;PA;15;0.0;-1.51187;-48.6195;0;10;0;0;0;0;0;0;0;1;11
662;662;662;3204807.0;320480;São José do Calçado;ES;32;0.0;-21.0274;-41.6636;0;10;0;0;0;0;0;0;0;1;11
580;580;580;3143104.0;314310;Monte Carmelo;MG;31;0.0;-18.7302;-47.4912;0;0;8;0;0;0;0;0;0;3;11
665;665;665;3205069.0;320506;Venda Nova do Imigrante;ES;32;0.0;-20.327;-41.1355;0;10;0;0;0;0;0;0;0;1;11
1341;1341;1341;5220108.0;522010;São Luís de Montes Belos;GO;52;0.0;-16.5211;-50.3726;0;0;9;0;0;0;0;0;0;2;11
1075;1075;1075;4217204.0;421720;São Miguel do Oeste;SC;42;0.0;-26.7242;-53.5163;0;10;0;0;0;0;0;0;0;1;11
526;526;526;3118304.0;311830;Conselheiro Lafaiete;MG;31;0.0;-20.6634;-43.7846;0;10;0;0;0;0;0;0;0;1;11
626;626;626;3169307.0;316930;Três Corações;MG;31;0.0;-21.6921;-45.2511;0;10;0;0;0;0;0;1;0;0;11
158;158;158;2101400.0;210140;Balsas;MA;21;0.0;-7.532139999999999;-46.0372;0;10;0;0;0;0;0;0;0;1;11
572;572;572;3139508.0;313950;Manhumirim;MG;31;0.0;-20.3591;-41.9589;0;10;0;0;0;0;0;0;0;1;11
571;571;571;3139409.0;313940;Manhuaçu;MG;31;0.0;-20.2572;-42.028;0;11;0;0;0;0;0;0;0;0;11
641;641;641;3200607.0;320060;Aracruz;ES;32;0.0;-19.82;-40.2764;0;10;0;0;0;0;0;0;0;0;10
476;476;476;2929909.0;292990;Seabra;BA;29;0.0;-12.4169;-41.7722;0;10;0;0;0;0;0;0;0;0;10
1233;1233;1233;5006606.0;500660;Ponta Porã;MS;50;0.0;-22.5296;-55.7203;0;10;0;0;0;0;0;0;0;0;10
1081;1081;1081;4218202.0;421820;Timbó;SC;42;0.0;-26.8246;-49.269;0;10;0;0;0;0;0;0;0;0;10
472;472;472;2929008.0;292900;São Félix;BA;29;0.0;-12.6104;-38.9727;0;9;0;0;0;0;0;0;0;1;10
638;638;638;3172004.0;317200;Visconde do Rio Branco;MG;31;0.0;-21.0127;-42.8361;0;10;0;0;0;0;0;0;0;0;10
1239;1239;1239;5100250.0;510025;Alta Floresta;MT;51;0.0;-9.86674;-56.0867;0;10;0;0;0;0;0;0;0;0;10
345;345;345;2613701.0;261370;São Lourenço da Mata;PE;26;0.0;-8.006839999999999;-35.0124;0;10;0;0;0;0;0;0;0;0;10
854;854;854;3545803.0;354580;Santa Bárbara d'Oeste;SP;35;0.0;-22.7553;-47.4143;0;9;0;0;0;0;0;0;0;1;10
1200;1200;1200;4321907.0;432190;Três Passos;RS;43;0.0;-27.4555;-53.9296;0;10;0;0;0;0;0;0;0;0;10
1346;1346;1346;5221403.0;522140;Trindade;GO;52;0.0;-16.6517;-49.4927;0;0;0;0;0;0;0;0;0;10;10
1206;1206;1206;4322608.0;432260;Venâncio Aires;RS;43;0.0;-29.6143;-52.1932;0;10;0;0;0;0;0;0;0;0;10
1204;1204;1204;4322509.0;432250;Vacaria;RS;43;0.0;-28.5079;-50.9418;0;10;0;0;0;0;0;0;0;0;10
1068;1068;1068;4215802.0;421580;São Bento do Sul;SC;42;0.0;-26.2495;-49.3831;0;10;0;0;0;0;0;0;0;0;10
1218;1218;1218;5003207.0;500320;Corumbá;MS;50;0.0;-19.0077;-57.651;0;10;0;0;0;0;0;0;0;0;10
317;317;317;2601904.0;260190;Bezerros;PE;26;0.0;-8.2328;-35.796;0;10;0;0;0;0;0;0;0;0;10
628;628;628;3169406.0;316940;Três Pontas;MG;31;0.0;-21.3694;-45.5109;0;10;0;0;0;0;0;0;0;0;10
501;501;501;3104908.0;310490;Baependi;MG;31;0.0;-21.956999999999997;-44.8874;0;10;0;0;0;0;0;0;0;0;10
219;219;219;2207009.0;220700;Oeiras;PI;22;0.0;-7.01915;-42.1283;0;10;0;0;0;0;0;0;0;0;10
